"","id_trx","fecha","id_cliente","canal","tipo_trx","moneda","monto","provincia","segmento","es_pep","ingreso_mensual","trx_diarias","monto_diario","umbral_segmento","regla_monto_alto","regla_salario","regla_pep","regla_frecuencia","num_reglas","alerta","id_regla_principal"
"1906",1906,"2024-05-26",80,"Cajero","Depósito","CRC",616368.988303166,"Limón","Corporativo",0,10324617,1,616368.988303166,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1907",1907,"2024-07-08",960,"Internet","Depósito","CRC",30480.5489853723,"San José","Personal",0,386601,1,30480.5489853723,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1908",1908,"2024-10-30",146,"SINPE","Depósito","CRC",93135.6126182972,"Alajuela","PYME",0,1542159,1,93135.6126182972,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1909",1909,"2024-09-28",666,"Ventanilla","Retiro","CRC",45705.873065939,"San José","Personal",0,530862,1,45705.873065939,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1910",1910,"2024-02-24",203,"Internet","Retiro","CRC",148805.120749765,"Guanacaste","Personal",0,864229,1,148805.120749765,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1911",1911,"2024-04-28",439,"Cajero","Depósito","CRC",76360.0768982318,"Guanacaste","Personal",0,928453,1,76360.0768982318,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1912",1912,"2024-04-25",782,"Ventanilla","Transferencia","USD",45102.4648481004,"San José","Personal",0,818046,1,45102.4648481004,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1913",1913,"2024-08-25",567,"Internet","Pago","CRC",61945.0196383932,"Cartago","Personal",0,494455,1,61945.0196383932,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1914",1914,"2024-11-21",760,"Internet","Retiro","CRC",59706.1794833072,"Guanacaste","Personal",0,326704,1,59706.1794833072,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1915",1915,"2024-02-15",840,"Internet","Pago","CRC",367509.570925378,"Guanacaste","Personal",0,1007788,1,367509.570925378,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1916",1916,"2024-07-27",71,"Internet","Depósito","CRC",76954.6161835136,"Alajuela","PYME",0,1054999,1,76954.6161835136,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1917",1917,"2024-03-23",651,"Internet","Transferencia","CRC",24015.9199529578,"Cartago","Personal",0,342397,1,24015.9199529578,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1918",1918,"2024-05-15",449,"Ventanilla","Retiro","USD",61151.8214085151,"Limón","Personal",0,696187,1,61151.8214085151,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1919",1919,"2024-09-03",706,"SINPE","Retiro","USD",630423.056515991,"Cartago","Corporativo",0,6461743,1,630423.056515991,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1920",1920,"2024-10-15",32,"Ventanilla","Depósito","CRC",517705.443030559,"Heredia","PYME",0,2337298,2,712267.907045792,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1921",1921,"2024-08-24",864,"Ventanilla","Depósito","USD",77900.1330467555,"Cartago","Personal",0,820578,1,77900.1330467555,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1922",1922,"2024-04-17",970,"SINPE","Pago","USD",61544.8337230746,"Cartago","Personal",0,553304,1,61544.8337230746,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1923",1923,"2024-03-05",870,"Cajero","Transferencia","CRC",672971.819270702,"Alajuela","Corporativo",0,5854415,1,672971.819270702,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1924",1924,"2024-05-10",698,"Cajero","Transferencia","CRC",118190.024601874,"Alajuela","Personal",0,882785,1,118190.024601874,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1925",1925,"2024-05-02",724,"Ventanilla","Transferencia","CRC",31415.5462860773,"Puntarenas","Personal",0,272714,1,31415.5462860773,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1926",1926,"2024-05-16",585,"SINPE","Retiro","CRC",36361.6896736908,"San José","Personal",0,330283,1,36361.6896736908,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1927",1927,"2024-10-05",821,"Cajero","Transferencia","CRC",17688.3929670285,"Alajuela","Personal",0,406531,1,17688.3929670285,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1928",1928,"2024-12-07",112,"Cajero","Depósito","CRC",47807.8696156461,"Limón","Personal",0,568184,1,47807.8696156461,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1929",1929,"2024-09-04",663,"SINPE","Pago","USD",103517.957963505,"Alajuela","Personal",0,987577,2,227382.504888706,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1930",1930,"2024-12-16",713,"Cajero","Transferencia","CRC",135794.343263028,"Alajuela","Personal",0,1129981,1,135794.343263028,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1931",1931,"2024-06-13",239,"Internet","Retiro","USD",77525.3921878708,"Alajuela","Personal",0,782397,1,77525.3921878708,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1932",1932,"2024-08-14",144,"Cajero","Retiro","CRC",72615.0349046453,"Limón","Personal",0,508404,1,72615.0349046453,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1933",1933,"2024-06-09",799,"Ventanilla","Transferencia","CRC",80255.5835559169,"San José","Personal",0,562045,1,80255.5835559169,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1934",1934,"2024-11-06",295,"SINPE","Transferencia","USD",58639.8371035206,"San José","Personal",0,295680,1,58639.8371035206,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1935",1935,"2024-03-14",523,"Internet","Depósito","USD",84492.1755378413,"Limón","Personal",0,835456,1,84492.1755378413,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1936",1936,"2024-07-18",107,"SINPE","Retiro","CRC",161128.488374135,"Cartago","Personal",1,1366077,1,161128.488374135,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1937",1937,"2024-11-30",935,"Ventanilla","Transferencia","CRC",221337.691109305,"Guanacaste","Personal",0,1905764,1,221337.691109305,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1938",1938,"2024-01-09",278,"Cajero","Retiro","USD",30671.0555439387,"Heredia","Personal",0,262670,1,30671.0555439387,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1939",1939,"2024-10-28",344,"Ventanilla","Transferencia","USD",35294.8687741924,"Heredia","Personal",0,325787,2,90820.3001008025,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1940",1940,"2024-05-24",425,"SINPE","Pago","CRC",98688.2056172431,"Guanacaste","PYME",0,1200355,1,98688.2056172431,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1941",1941,"2024-02-05",945,"SINPE","Transferencia","CRC",88443.5647995051,"Heredia","Personal",0,382521,1,88443.5647995051,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1942",1942,"2024-01-09",577,"SINPE","Retiro","CRC",130833.091772986,"Puntarenas","Personal",0,608514,1,130833.091772986,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1943",1943,"2024-02-10",903,"SINPE","Pago","CRC",124500.352574402,"San José","Personal",0,905138,2,209476.919487909,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1944",1944,"2024-05-23",390,"Internet","Depósito","CRC",22880.3394796694,"San José","Personal",0,287141,1,22880.3394796694,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1945",1945,"2024-09-03",979,"Ventanilla","Transferencia","USD",83805.5665235062,"Heredia","Personal",0,973460,1,83805.5665235062,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1946",1946,"2024-12-21",706,"Internet","Depósito","CRC",430962.258857936,"Cartago","Corporativo",0,6461743,1,430962.258857936,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1947",1947,"2024-09-07",384,"Internet","Retiro","CRC",59399.9862803476,"San José","Personal",0,809813,1,59399.9862803476,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1948",1948,"2024-08-13",456,"Ventanilla","Pago","CRC",95257.3154064016,"Cartago","Personal",0,887995,1,95257.3154064016,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1949",1949,"2024-03-29",493,"Ventanilla","Retiro","CRC",35363.2382545608,"Puntarenas","Personal",0,208960,1,35363.2382545608,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1950",1950,"2024-05-22",795,"Internet","Depósito","CRC",41857.681561325,"Alajuela","PYME",0,389597,1,41857.681561325,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1951",1951,"2024-07-24",353,"Internet","Transferencia","CRC",113480.49333701,"Limón","Personal",0,1361418,2,202731.827644519,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1952",1952,"2024-08-31",927,"Internet","Retiro","CRC",2591160.01743329,"Puntarenas","Corporativo",0,17733261,1,2591160.01743329,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1953",1953,"2024-01-01",583,"SINPE","Retiro","CRC",54947.5156329631,"Cartago","Personal",0,275890,2,82526.6596733367,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1954",1954,"2024-12-22",22,"SINPE","Pago","CRC",39755.8971469619,"San José","Personal",0,446449,1,39755.8971469619,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1955",1955,"2024-12-26",108,"Ventanilla","Retiro","CRC",72409.2933120735,"Puntarenas","Personal",0,666039,1,72409.2933120735,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1956",1956,"2024-10-10",595,"Cajero","Pago","CRC",191478.170541121,"Heredia","PYME",0,1140756,1,191478.170541121,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1957",1957,"2024-07-08",287,"Internet","Retiro","CRC",281359.922503954,"Heredia","Personal",0,1651592,1,281359.922503954,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1958",1958,"2024-06-05",989,"Internet","Depósito","CRC",226514.521454736,"Limón","Personal",0,1220437,1,226514.521454736,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1959",1959,"2024-04-15",90,"Cajero","Pago","CRC",51385.9830574965,"Puntarenas","Personal",0,369580,1,51385.9830574965,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1960",1960,"2024-08-16",280,"SINPE","Depósito","CRC",32349.9198193715,"Alajuela","Personal",0,331917,1,32349.9198193715,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1961",1961,"2024-12-22",67,"Cajero","Transferencia","CRC",466991.574216099,"Guanacaste","Corporativo",0,2628809,1,466991.574216099,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1962",1962,"2024-03-17",685,"Ventanilla","Retiro","CRC",55992.1961728749,"Guanacaste","PYME",0,1022454,1,55992.1961728749,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1963",1963,"2024-09-04",688,"Ventanilla","Pago","CRC",298257.761113302,"Puntarenas","Corporativo",0,4575221,2,1469044.80775467,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1964",1964,"2024-09-29",46,"Internet","Depósito","CRC",57498.4220647939,"Limón","Personal",0,609392,1,57498.4220647939,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1965",1965,"2024-08-31",704,"SINPE","Pago","USD",216797.242621725,"San José","PYME",0,1762944,1,216797.242621725,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1966",1966,"2024-03-21",591,"SINPE","Depósito","CRC",52014.1449948782,"Guanacaste","Personal",0,435505,1,52014.1449948782,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1967",1967,"2024-04-08",432,"SINPE","Transferencia","CRC",5081.93593304978,"Guanacaste","Personal",0,142489,1,5081.93593304978,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1968",1968,"2024-11-02",268,"SINPE","Pago","USD",30032.3422315826,"San José","Personal",0,316023,1,30032.3422315826,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1969",1969,"2024-05-16",762,"Internet","Transferencia","CRC",93512.4654415187,"Alajuela","Personal",0,1071604,1,93512.4654415187,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1970",1970,"2024-12-28",117,"Ventanilla","Retiro","CRC",414937.919129702,"Guanacaste","Personal",0,1081909,1,414937.919129702,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1971",1971,"2024-05-08",978,"SINPE","Retiro","CRC",23848.1033950248,"Cartago","Personal",0,205118,1,23848.1033950248,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1972",1972,"2024-04-12",791,"Internet","Depósito","CRC",55818.8400611485,"Puntarenas","Personal",0,938080,1,55818.8400611485,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1973",1973,"2024-04-13",286,"SINPE","Retiro","USD",136903.933050931,"San José","PYME",0,1307729,1,136903.933050931,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1974",1974,"2024-02-23",210,"SINPE","Retiro","USD",132465.976913911,"Guanacaste","Personal",0,785122,1,132465.976913911,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1975",1975,"2024-01-23",653,"Internet","Transferencia","CRC",566867.06502668,"San José","Corporativo",0,2378007,1,566867.06502668,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1976",1976,"2024-07-12",900,"Internet","Retiro","CRC",314640.639236453,"Alajuela","Corporativo",0,5404083,1,314640.639236453,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1977",1977,"2024-11-18",635,"Internet","Retiro","CRC",20969.6029033039,"Guanacaste","Personal",0,366176,1,20969.6029033039,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1978",1978,"2024-05-09",739,"Cajero","Pago","CRC",12685.99053836,"Puntarenas","Personal",0,472149,1,12685.99053836,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1979",1979,"2024-01-09",46,"Ventanilla","Pago","CRC",52921.1084363346,"Limón","Personal",0,609392,1,52921.1084363346,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1980",1980,"2024-05-04",303,"Ventanilla","Transferencia","CRC",73166.829706779,"Alajuela","Personal",0,447682,1,73166.829706779,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1981",1981,"2024-04-05",294,"Ventanilla","Pago","CRC",58125.1292321062,"Alajuela","Personal",0,805344,1,58125.1292321062,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1982",1982,"2024-03-03",614,"Cajero","Depósito","CRC",45505.8692671804,"Heredia","Personal",0,409201,1,45505.8692671804,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1983",1983,"2024-12-25",650,"Internet","Transferencia","CRC",48924.4779195052,"Guanacaste","Personal",0,846372,1,48924.4779195052,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1984",1984,"2024-02-25",375,"Cajero","Retiro","CRC",13143.1224115738,"Limón","Personal",0,121965,1,13143.1224115738,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1985",1985,"2024-08-02",555,"Internet","Retiro","CRC",208547.935111545,"Limón","Personal",1,2498882,2,437933.311237714,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1986",1986,"2024-02-27",494,"Internet","Pago","CRC",57517.5820017745,"Heredia","Personal",0,582952,2,84492.7191426331,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1987",1987,"2024-06-24",869,"Ventanilla","Depósito","CRC",27344.2292880762,"Guanacaste","Personal",0,620841,1,27344.2292880762,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1988",1988,"2024-05-06",328,"Internet","Retiro","USD",255187.865713431,"San José","PYME",0,1702571,1,255187.865713431,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1989",1989,"2024-09-27",577,"Ventanilla","Transferencia","CRC",45675.7601718302,"Puntarenas","Personal",0,608514,1,45675.7601718302,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1990",1990,"2024-05-15",964,"Cajero","Retiro","CRC",253054.167837249,"Puntarenas","PYME",0,1031513,1,253054.167837249,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1991",1991,"2024-11-17",849,"Internet","Retiro","CRC",119551.544295636,"Heredia","Personal",0,681189,1,119551.544295636,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1992",1992,"2024-06-25",572,"Cajero","Pago","USD",53485.6052654986,"Guanacaste","Personal",0,721255,1,53485.6052654986,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1993",1993,"2024-05-07",11,"SINPE","Depósito","CRC",110579.018059664,"Heredia","Personal",0,950185,1,110579.018059664,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1994",1994,"2024-10-17",237,"SINPE","Transferencia","USD",98715.2169082409,"Guanacaste","Personal",0,681822,1,98715.2169082409,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1995",1995,"2024-02-13",19,"SINPE","Transferencia","CRC",134407.531833739,"Cartago","Personal",0,1125745,1,134407.531833739,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1996",1996,"2024-09-30",371,"SINPE","Transferencia","CRC",43029.4458580837,"Heredia","Personal",0,395530,1,43029.4458580837,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1997",1997,"2024-12-26",197,"Internet","Depósito","CRC",45908.3263713935,"Limón","Personal",0,354008,1,45908.3263713935,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1998",1998,"2024-12-29",101,"Ventanilla","Retiro","CRC",113422.151338825,"Puntarenas","Personal",0,931987,1,113422.151338825,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"1999",1999,"2024-02-25",494,"SINPE","Retiro","CRC",123562.510174514,"Heredia","Personal",0,582952,1,123562.510174514,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2000",2000,"2024-06-09",701,"Ventanilla","Depósito","CRC",184377.414610659,"San José","Personal",0,759314,1,184377.414610659,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2001",2001,"2024-04-09",578,"Cajero","Pago","USD",128540.569343423,"Limón","Personal",0,619303,1,128540.569343423,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2002",2002,"2024-04-11",761,"SINPE","Retiro","CRC",174585.460544766,"Heredia","Personal",0,544039,1,174585.460544766,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2003",2003,"2024-07-17",289,"Ventanilla","Depósito","CRC",133300.234368012,"San José","PYME",0,1206452,1,133300.234368012,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2004",2004,"2024-05-16",257,"Ventanilla","Pago","CRC",107745.684719127,"Guanacaste","Personal",0,774073,1,107745.684719127,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2005",2005,"2024-09-21",623,"SINPE","Pago","CRC",130377.424250873,"Cartago","Personal",0,815906,1,130377.424250873,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2006",2006,"2024-01-26",768,"Cajero","Pago","CRC",20060.4794496796,"Limón","Personal",0,413045,1,20060.4794496796,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2007",2007,"2024-09-14",505,"Cajero","Depósito","CRC",263961.845771901,"San José","Personal",0,999665,1,263961.845771901,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2008",2008,"2024-07-11",743,"SINPE","Pago","CRC",160844.058053803,"Alajuela","Personal",0,1063047,1,160844.058053803,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2009",2009,"2024-06-06",270,"Internet","Depósito","CRC",98626.1424802689,"Alajuela","Personal",0,1232342,1,98626.1424802689,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2010",2010,"2024-02-28",228,"Cajero","Depósito","CRC",48178.2339197622,"Alajuela","Personal",0,656628,1,48178.2339197622,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2011",2011,"2024-03-17",415,"Ventanilla","Pago","CRC",834331.386582524,"Alajuela","Corporativo",0,3506589,1,834331.386582524,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2012",2012,"2024-02-01",619,"SINPE","Retiro","USD",151752.873802486,"Guanacaste","Personal",0,487487,1,151752.873802486,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2013",2013,"2024-08-18",812,"SINPE","Depósito","CRC",228167.626435531,"Heredia","Personal",0,1928279,1,228167.626435531,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2014",2014,"2024-08-03",228,"Cajero","Pago","CRC",61608.301322387,"Alajuela","Personal",0,656628,1,61608.301322387,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2015",2015,"2024-06-14",966,"Cajero","Retiro","CRC",121735.018570914,"San José","PYME",0,1237503,1,121735.018570914,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2016",2016,"2024-12-29",875,"Ventanilla","Transferencia","CRC",66296.4842033634,"Puntarenas","Personal",0,443907,1,66296.4842033634,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2017",2017,"2024-05-06",470,"SINPE","Pago","CRC",89013.9260360217,"Cartago","Corporativo",0,2214502,1,89013.9260360217,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2018",2018,"2024-11-04",704,"SINPE","Transferencia","CRC",283996.933417897,"San José","PYME",0,1762944,1,283996.933417897,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2019",2019,"2024-05-13",881,"Internet","Transferencia","USD",68350.3009325547,"San José","Personal",0,491070,1,68350.3009325547,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2020",2020,"2024-02-26",561,"Internet","Transferencia","CRC",73829.4840129827,"Puntarenas","PYME",0,1134717,1,73829.4840129827,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2021",2021,"2024-08-31",875,"Ventanilla","Transferencia","USD",50688.9614994592,"Puntarenas","Personal",0,443907,1,50688.9614994592,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2022",2022,"2024-03-29",216,"Internet","Retiro","CRC",270416.052769916,"San José","Personal",0,927065,1,270416.052769916,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2023",2023,"2024-06-01",134,"Cajero","Depósito","CRC",58397.0320690257,"Cartago","Personal",0,659483,1,58397.0320690257,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2024",2024,"2024-11-27",139,"Internet","Pago","CRC",118798.632413669,"San José","PYME",0,1751488,1,118798.632413669,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2025",2025,"2024-02-10",450,"Cajero","Pago","CRC",24767.0016344286,"Cartago","Personal",0,595810,1,24767.0016344286,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2026",2026,"2024-06-20",709,"SINPE","Pago","CRC",71496.8278969324,"Limón","Personal",0,535934,1,71496.8278969324,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2027",2027,"2024-07-12",802,"Ventanilla","Transferencia","CRC",61064.406603414,"Limón","Personal",0,224861,1,61064.406603414,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2028",2028,"2024-11-13",615,"SINPE","Pago","CRC",417143.540076064,"Puntarenas","Corporativo",0,3107697,1,417143.540076064,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2029",2029,"2024-09-08",405,"Ventanilla","Depósito","CRC",70706.0514269527,"Puntarenas","Corporativo",0,1119127,1,70706.0514269527,5e+06,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2030",2030,"2024-02-07",256,"Ventanilla","Transferencia","CRC",46703.8692749494,"San José","Personal",0,718884,1,46703.8692749494,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2031",2031,"2024-11-18",763,"SINPE","Pago","USD",30266.1225133616,"Puntarenas","PYME",0,541753,1,30266.1225133616,1.5e+07,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2032",2032,"2024-01-13",87,"Ventanilla","Depósito","CRC",23891.6809228784,"Heredia","Personal",0,244162,1,23891.6809228784,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2033",2033,"2024-08-01",633,"SINPE","Depósito","CRC",124614.359320938,"Puntarenas","Personal",0,856162,1,124614.359320938,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2034",2034,"2024-05-21",821,"Cajero","Transferencia","CRC",35890.1538643681,"Alajuela","Personal",0,406531,1,35890.1538643681,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
"2035",2035,"2024-11-10",26,"Ventanilla","Transferencia","CRC",98218.5270949133,"Alajuela","Personal",0,927559,1,98218.5270949133,8e+05,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sin alerta"
